ID,AT,V,AP,RH,EP
4300,25.06,62.39,1008.09,82.56,438.31
4301,31.92,75.33,1001.81,61.97,436.38
4302,9.47,41.4,1026.21,89.08,480.79
4303,12.93,45.51,1015.27,87.27,469.83
4304,19.18,58.2,1017.46,76.72,453.2
4305,24.51,68.63,1014.15,45.1,447.66
4306,22.64,62.44,1011.82,75.07,448.13
4307,27.97,68.31,1010.64,55.91,443.34
4308,15.45,46.63,1012.6,85.47,464.37
4309,10.29,40.56,1017.28,69.13,481.7
4310,23.54,41.1,1002.05,38.05,448.56
4311,6.34,40.64,1020.62,94.39,478.78
4312,22.84,71.25,1001.9,96.45,433.85
4313,26.48,66.54,1011.61,51.9,438.87
4314,14.45,43.34,1015.47,83.33,462.16
4315,10.24,41.17,1019.73,82.04,479.78
4316,8.43,40.69,1020.36,87.28,484.94
4317,31.18,74.34,1003.81,63.59,434.15
4318,20.5,49.69,1009.6,70.81,452.94
4319,23.77,59.21,1011.97,80.08,440.08
4320,28.32,66.54,1010.28,45.6,436.42
4321,5.15,40.78,1025.34,95.84,483.03
4322,27.84,71.32,1007.72,79.25,431.37
4323,2.71,39.42,1026.66,81.11,489.3
4324,16.68,53.16,1014.32,78.02,456.29
4325,18.26,49.64,1024.92,62.82,462.6
4326,8.8,41.26,1008.08,96.52,479.74
4327,28.16,61.47,1009.19,62.53,442.48
4328,10.78,41.93,1015.56,95.71,478.88
4329,32.16,71.32,1005.5,60.23,434.01
4330,13.55,40.1,1015.7,86.68,474.59
4331,27.13,59.54,1004.33,73.27,438.32
4332,25.14,49.02,1007.56,79.02,438.53
4333,25.52,67.17,1007.33,85.12,440.02
4334,17.89,44.78,1010.03,53.78,457.74
4335,27.31,59.54,1006.24,71.99,440.13
4336,18.5,41.85,1015.81,64.78,466.8
4337,23.85,74.22,1009.99,82.72,441.66
4338,20.06,56.53,1020.38,75.16,455.99
4339,12.75,42.86,1014.9,88.44,475.09
4340,31.11,75.33,1002.32,64.25,433.37
4341,5.41,40.07,1019.16,64.77,495.24
4342,24.19,47.45,1008.26,64.25,446.3
4343,26.68,49.02,1008.4,68.01,441.54
4344,18.2,45.01,1013.82,68.14,452.21
4345,9.19,41.01,1022.14,98.98,468.37
4346,17.17,44.68,1018.72,83.58,462.53
4347,31.58,66.54,1003.26,54,429.73
4348,7.41,40.81,1026.15,88.96,488.48
4349,7.63,40.56,1023.13,81.01,486.7
4350,24.19,50.23,1015.73,59.77,458.31
4351,9.15,40.11,1023.82,75.4,475.01
4352,11.02,41.44,1015.28,83.53,476.68
4353,23,57.76,1017.64,56.86,451.39
4354,19.45,46.33,1013.39,99.52,452.82
4355,5.57,42.85,1013.55,92.14,488.85
4356,7.92,39.54,1011.51,84.41,481.44
4357,23.45,69.05,1003.03,66.41,440.24
4358,25.65,49.3,1003.73,68.48,440.05
4359,27.71,62.39,1006.43,68.21,435.84
4360,13.04,41.04,1026.27,69.75,464.91
4361,11.82,41.74,1022.36,74.06,476.21
4362,22.45,59.87,1018.92,72.73,445.34
4363,13.96,40.83,1009.89,84.86,469.86
4364,8.34,40.77,1010.84,90.01,480.48
4365,9.05,36.3,1027.44,74.85,479.43
4366,25.65,69.23,1012.55,62.02,435.25
4367,10.66,37.5,1009.42,95.86,472.86
4368,7.11,40.77,1022.4,90.95,475.55
4369,6.15,40.07,1020.2,66.64,494.3
4370,33.63,70.4,1004.02,53.6,430.05
4371,25.1,74.87,1010.01,79.41,439.93
4372,28.85,66.54,1010.73,43.27,437.79
4373,33.83,67.9,1005.94,29.86,428.12
4374,15.56,40.12,1013.72,89.78,461.21
4375,18.21,41.85,1014.67,56.86,468.4
4376,28.41,74.16,1010.29,72.09,439.2
4377,28.16,73.21,1002.27,88.26,432.78
4378,26.64,73.56,1004.98,93.31,432.93
4379,24.73,71.14,1009.07,68.87,437.55
4380,6.29,43.65,1020.68,70.14,485.8
4381,24.39,63.21,1012.59,80.88,446.4
4382,6.86,42.49,1007.95,93.96,486.14
4383,31.51,71.97,1007.84,71.18,430.11
4384,22.19,70.02,1011.03,82.49,444.85
4385,15.65,43.5,1021.39,78.58,463.5
4386,13.27,42.28,1008.3,86.2,468.86
4387,25.82,69.68,1012.69,89.94,439.58
4388,22.95,63.94,1013.87,80.37,447.13
4389,17.57,44.06,1015.43,72.75,459.73
4390,19.1,56.53,1020.18,76.38,455.52
4391,26.05,65.38,1009.43,52.1,449.82
4392,8.66,41.01,1022.51,98.55,472.16
4393,25.3,71.29,1007.86,62.98,437.17
4394,17.63,40.55,1002.27,73.42,462.13
4395,19.74,67.71,1007.68,64.02,446.1
4396,30.36,69.82,1010.02,54.22,439.05
4397,11.67,37.73,1021.2,68.88,473.54
4398,28.4,74.93,1013.65,48.6,442.23
4399,24.01,42.48,1011.39,55.1,453.12
4400,27.17,61.02,1011.38,65.32,437.06
4401,25.42,66.05,1016.74,68.92,442.6
4402,9.56,44.71,1021.13,64.6,487.92
4403,25.71,71.14,1010.02,66.39,432.46
4404,20.36,66.05,1015.86,87.19,450.23
4405,22.69,54.2,1012.92,65.55,444.26
4406,18.77,52.08,1004.02,99.86,449.62
4407,22.69,65.12,1016.35,72.02,446.91
4408,26.27,59.44,1012.23,58.77,443.67
4409,21.87,66.86,1013.01,57.39,453.62
4410,20.21,58.12,1015.36,79.18,453.19
4411,26.21,65.12,1016.06,44.31,444.44
4412,13.96,40.92,1022.65,73.08,460.95
4413,5.54,41.38,1020.47,82.91,490.07
4414,14.75,41.16,1009.58,86.96,468.14
4415,24.78,66.49,1010.55,68.12,436.62
4416,22.39,59.04,1011.78,86.39,445.52
4417,14.28,44.84,1024.84,79.09,474.57
4418,29.01,70.04,1010.02,57.35,430.26
4419,18.15,41.23,993.82,61.21,456.32
4420,12.62,34.03,1019.06,74.78,471.55
4421,10.39,44.85,1014.22,78.42,478.05
4422,26.82,75.08,1005.93,60.81,441.14
4423,4.56,40.27,1011.13,80.24,493.87
4424,13.8,44.21,1022.93,83.37,468.97
4425,22.01,58.46,1016.26,75.99,443.75
4426,14.8,44.92,1024.06,91.67,464.01
4427,31.46,71.8,1010.75,54.88,434.96
4428,24.97,68.61,1011.08,58.94,447.83
4429,10.55,41.55,1005.02,63.24,473.99
4430,28.07,70.32,1007.17,67.02,430.29
4431,11.97,41.04,1026.42,70.75,468.81
4432,11.06,36.71,1021.67,80.44,473.85
4433,7.55,43.65,1019.09,61.71,481.61
4434,10.96,37.5,1013.46,79.54,471.05
4435,8.14,37.49,1009.04,80.33,480.66
4436,13.83,45.08,1024.2,80.52,465.5
4437,24.16,66.05,1016.45,73.27,443.75
4438,20.92,70.02,1011.06,85.63,437.96
4439,31.12,68.94,1006.05,68.46,431.92
4440,23.1,66.05,1020.28,80.62,439.03
4441,20.25,59.8,1015.3,82.69,453.81
4442,26.22,49.82,1015.48,55.8,454.2
4443,14.41,40.71,1016.78,69.77,467.01
4444,21.8,62.39,1007.84,89.04,452.15
4445,28.65,70.32,1008.46,58.13,433.45
4446,18.42,60.1,1009.77,86.75,451.93
4447,27.17,67.45,1015.67,49.03,429.87
4448,25.79,75.6,1017.46,75.63,434.65
4449,31.07,70.32,1011.74,65.91,436.16
4450,28.62,70.32,1008.87,46.67,431.03
4451,10.22,39.96,1025.05,96.05,471.36
4452,23.5,50.78,1008.7,57.7,445.09
4453,14.07,45.09,1013.32,94.45,462.69
4454,24.03,66.54,1012.19,69.15,438.08
4455,21,66.86,1013.06,59.7,451.89
4456,24.7,58.46,1015.58,68.64,439.7
4457,25.56,50.05,1005.67,69.29,442.49
4458,22.49,58.82,1009.73,85.19,444.11
4459,23.7,64.45,1012.87,38.24,451.16
4460,29.28,65.71,1013.76,48.05,445.49
4461,31.44,79.74,1006.95,56.99,431.69
4462,23.23,63.31,1012.52,75.1,441.5
4463,21.53,59.8,1016.46,74.72,454.99
4464,24.54,58.66,1011.63,57.62,448.11
4465,28.41,75.6,1018.48,56.07,440.28
4466,19.32,52.9,1016.86,68.2,457.66
4467,31.39,69.59,1008.28,62.86,435.76
4468,33.08,69.75,1009.03,43.69,434.98
4469,27.11,48.6,1002.78,53.39,439.4
4470,19.92,38.52,1018.15,60.68,451.16
4471,24.49,49.82,1017.09,64.02,451.42
4472,23.08,48.41,1008.44,82.35,443.5
4473,24.86,44.05,1005.69,66.65,447.2
4474,11.31,39.61,1018.74,68.9,471.92
4475,26.22,65.34,1015.17,47.25,444.06
4476,30.9,70.8,1008.48,67.48,435.27
4477,25.8,71.58,1010.08,85.14,435.2
4478,26.77,68.08,1010.83,63.48,432.91
4479,10.33,43.99,1020.7,96.68,474.17
4480,34.96,68.94,1006.17,59.26,431.48
4481,15.95,49.25,1019.04,88.51,463.4
4482,10.8,40.22,1011.25,84.57,478.21
4483,28.01,65.34,1014.68,46.86,440.77
4484,13.56,40.8,1024.8,63.6,475.89
4485,30.34,71.25,1000.94,67.29,431.18
4486,19.01,58.46,1017.14,90.99,446.18
4487,22.99,56.57,1013.93,78.77,445.44
4488,23.1,60.08,1017.69,65.44,451.01
4489,13.43,50.59,1020.38,86.3,469.33
4490,14.34,42.86,1031.75,66.81,466.17
4491,12.35,40.73,1019.03,95.53,466.71
4492,16.43,41.79,1005.47,76.89,455.85
4493,24.34,70.79,1006.82,85.66,433.83
4494,6.13,40.81,1026.31,91.66,483.8
4495,13.61,40.71,1022.36,72.87,475.23
4496,23.3,52.84,1003.97,72.16,439.49
4497,10.29,41.46,1020.84,89.03,480.32
4498,21.43,63.94,1017.28,57.49,449.02
4499,22.78,71.77,1005.26,89.23,435.46
4500,27.01,71.25,1000.46,87.95,431.38
4501,24.4,41.1,1002.14,38.75,451.66
4502,20.48,39.72,1001.61,57.32,455.58
4503,27.75,66.51,1015.42,39,433.08
4504,25.76,63.94,1018.49,42.14,445.78
4505,26.75,70.32,1007.61,54.09,433.46
4506,24.66,60.29,1018,59.56,445.26
4507,25.56,75.6,1017.37,69.31,442.2
4508,11.97,45.51,1016.84,81.47,472.82
4509,28.69,58.33,1013.67,34.1,448.54
4510,24.86,63.47,1011.5,71.78,441.68
4511,17.9,67.71,1004.3,89.59,449.73
4512,33.97,72.29,1008.98,44.32,432.33
4513,30.83,71.58,1009.92,48.8,432.11
4514,10.62,39.96,1025.37,96.64,470.8
4515,19.06,44.63,1004.23,84.43,456.54
4516,24.33,46.93,1013.61,53.02,450.04
4517,20.57,42.8,1013.1,75.48,460.43
4518,15.61,40.89,1010.48,80.26,467.3
4519,7.61,38.06,1021.16,83.22,484.14
4520,20.65,57.5,1016.04,87.45,448.22
4521,10.35,37.14,1013.37,69.26,472.63
4522,13.03,41.26,1022.17,79.79,466.02
4523,18.75,41.1,1001.97,59.6,458.31
4524,13.34,41.79,1011.48,86.66,461.12
4525,19.51,48.78,1021.03,86.33,453.27
4526,22.56,66.48,1003.82,77.46,437.73
4527,8.91,40.11,1022.87,78.39,475.43
4528,12.75,42.34,1018.17,94.67,465.44
4529,17.53,42.24,1016.9,60.95,470.63
4530,17.83,44.92,1025.04,70.58,458.42
4531,22.43,55.97,1008.97,85.98,443.74
4532,15.43,38.58,1016.58,81.17,463.44
4533,26.29,56.85,1012.68,60.33,439.86
4534,29.24,64.33,1011.5,64.14,440.29
4535,13.64,44.88,1019.85,56.86,466.66
4536,28.18,77.54,1011.99,74.72,430.55
4537,12.11,38.28,1013.56,93.21,469.93
4538,9.15,41.82,1032.88,75.11,477.78
4539,23.47,59.22,1013.44,83.33,442.13
4540,28.76,69.48,1008.62,55.86,430.14
4541,18.56,67.71,1004.77,85.28,444.9
4542,11.53,41.14,1025.63,88.54,469.04
4543,28.06,68.24,1010.27,69.72,429.47
4544,19.83,59.44,1012.98,91.24,446.15
4545,25.41,48.06,1013.12,46.52,444.01
4546,24.66,58.86,1013.86,56.39,444.42
4547,6.9,40.62,1018.48,78.84,479.97
4548,6.14,40.62,1015.71,86.51,481.66
4549,22.72,64.15,1021.14,60.34,453.13
4550,12.07,38.25,1012.67,81.66,470.36
4551,25.38,74.67,1016.61,81.34,435.41
4552,5.34,39.22,1012.73,81.42,472.66
4553,10.84,40.27,1005.24,87.27,479.22
4554,22.25,43.79,1015.78,52.68,461.93
4555,17.46,39.54,1008.21,74.24,462.52
4556,8.85,40.22,1008.61,90.6,482.3
4557,26.24,49.82,1014.9,55.58,452.41
4558,6.61,38.68,1017.5,63.88,483.88
4559,24.21,71.77,1004.52,84.96,433.42
4560,24.79,75.6,1017.07,68.23,440.05
4561,10.09,41.01,1019.89,96.55,471.15
4562,26.06,65.34,1014.07,57.63,444.55
4563,12.22,40.71,1021.25,80.83,477.07
4564,15.43,39.16,1016.44,79.8,470.74
4565,8.51,39.66,1015.16,86.61,483.54
4566,29.66,59.22,1013.25,61.2,441.58
4567,9.34,41.49,1020.58,97.59,471.04
4568,24.24,70.32,1009.38,82.83,436.45
4569,11.95,41.58,1015.83,89.35,464.57
4570,14.12,41.39,1018.73,76.51,472.88
4571,9.83,41.17,1019.34,72.29,478.21
4572,16.7,50.66,1014.86,94.87,457.74
4573,11.23,41.17,1019.36,56.85,475.85
4574,30.52,70.4,1003.9,64.33,438.29
4575,7.85,37.8,1020.9,59.19,478.68
4576,30.61,68.84,1011.18,52.5,439.9
4577,28.97,78.92,1011.71,88.5,430.98
4578,9.82,41.04,1026.72,77.28,473.98
4579,16.55,41.93,1022.71,42.73,466.77
4580,8.97,44.03,1013.16,80.39,474.61
4581,25.12,66.56,1009.22,65.62,436.56
4582,11.83,44.21,1019.37,85.31,463.62
4583,22.24,64.27,1012.97,89.54,443.76
4584,16.57,53.82,1015.17,63.69,462.52
4585,25.92,50.16,1003.95,71.3,440.98
4586,27.82,79.74,1008.37,69.46,436.48
4587,13.16,43.41,1016.43,79.47,465.6
4588,26.96,69.45,1013.89,51.47,436.69
4589,13.8,39.39,1013.85,81.95,471.7
4590,14.77,44.47,1028.38,71.18,464.25
4591,22.39,58.18,1008.52,87.48,448.37
4592,24.26,68.14,1005.09,59.49,438.79
4593,22.03,64.69,1007.21,75.75,440.92
4594,21.75,60.27,1018.55,87.81,444.19
4595,9.25,41.82,1033.25,74.73,478.48
4596,7.36,40.07,1017.29,52.55,489.45
4597,22.07,50.78,1008.6,61.33,449.96
4598,24.37,70.02,1010.97,71.97,443.53
4599,24.06,58.98,1010.66,81.16,443.75
4600,21.96,48.78,1019.56,85.05,451.58
4601,11.3,25.36,1008.66,96.18,471.19
4602,9.78,43.8,1022.25,69.64,477.22
4603,25.03,57.5,1014.96,62.23,449.48
4604,14.73,58.2,1019.45,82.48,458.56
4605,24.44,59.21,1017.36,61.45,445.82
4606,10.72,39.35,1015.35,86.43,480.18
4607,19.4,39.53,1007.96,63.38,457.17
4608,12.81,44.34,1015.55,90.37,474.03
4609,25.04,70.36,1006.56,75.91,436.47
4610,25.9,59.54,1007.3,78.38,439.36
4611,30.2,56.9,1006.89,42.69,436.17
4612,5.37,38.68,1017.76,76.48,487.07
4613,25.4,69.59,1008.58,82.22,432.58
4614,27.89,73.17,1009.85,64.22,432.83
4615,19.69,56.65,1020.86,70.02,454.87
4616,14.8,58.2,1018.29,85.11,455.14
4617,13.03,39.52,1016.68,83.09,473.99
4618,21.46,50.59,1016.75,67.14,453.67
4619,7.82,41.16,1023.3,87.7,475.66
4620,11.62,43.48,1016.66,76.32,468.37
4621,16.37,54.3,1017.94,63.63,459.97
4622,28.69,71.29,1009.22,68.35,433.07
4623,8.97,39.66,1021.63,78.94,482.62
4624,27.76,71.97,1008.53,86.97,434.04
4625,25.71,58.59,1012.77,61.83,451.28
4626,29.25,66.51,1015.53,33.65,441.7
4627,31.01,69.13,1000.93,62.96,425.69
4628,8.14,39.96,1023.41,88.86,477.05
4629,7.11,39.9,1008.82,87.76,484.21
4630,10.24,41.58,1021.17,94.34,465.86
4631,9.82,37.83,1005.29,100.07,473.66
4632,18.89,43.56,1012.79,38.63,463.91
4633,30.16,69.34,1007.67,57.69,433.54
4634,10.16,41.55,1005.69,58.04,477.27
4635,5.15,45.87,1008.02,98.36,479.61
4636,25.5,67.83,1009.29,61.29,437.49
4637,28.68,70.32,1008.51,45.73,430.48
4638,32.45,66.44,1011.21,50.18,429.99
4639,19.04,43.43,1009.25,68.74,453.32
4640,29.54,72.29,1011,42,443.79
4641,25.63,58.86,1014.86,52.75,443.84
4642,27.88,75.23,1011.33,58.91,439.33
4643,31.11,74.87,1009.11,54.86,434.3
4644,12.87,41.5,1013.51,85.72,469.44
4645,16.11,44.92,1025.37,79.85,460.99
4646,12.27,39.82,1012.18,85.58,477.54
4647,31.41,74.16,1008.65,68.5,430.37
4648,8.68,43.14,1011.94,79.06,480.73
4649,19.35,64.15,1021.37,68.53,457.74
4650,26.31,68.51,1013.26,68.66,435.91
4651,28.81,64.96,1000.46,68.05,427.91
4652,21.53,70.02,1010.33,95.95,440.93
4653,25.02,60.77,1016.71,69.85,441.21
4654,30.88,69.51,1011.48,46.58,433.14
4655,29.98,47.93,1002.46,42.73,438.79
4656,16.02,44.9,1009.3,82.62,455.48
4657,27.04,69.98,1008.5,75.41,433.25
4658,26.92,51.43,1012.29,59.33,437.35
4659,10.31,44.63,1020.55,88.62,471.78
4660,12.52,41.44,1016.08,68.94,477.18
4661,17.99,43.72,1008.64,75.04,453.02
4662,25.41,68.94,1007.21,69.2,436.95
4663,8.9,41.4,1030.83,85.63,472.95
4664,31.44,72.86,1003.74,61.45,433.59
4665,14.07,42.86,1032.16,71.53,467.47
4666,9.06,39.66,1019.64,76.98,479.53
4667,12.73,37.73,1021.89,61.76,470.89
4668,8.51,41.26,1023.17,87.79,477.51
4669,12.86,40.6,1013.6,84.85,472.04
4670,25.21,65.34,1013.94,65.04,446.68
4671,23.23,60.32,1016.73,78.35,447.09
4672,32.41,72.86,1003.69,58.04,432.75
4673,9.18,39.42,1025.41,69.46,473.78
4674,27.27,72.58,1009.25,89.31,428.93
4675,15.75,39.16,1016.31,77.99,468.87
4676,23.55,58.79,1010.78,78.47,447.01
4677,21.87,74.87,1009.28,85.4,442.37
4678,20.7,58.16,1016.73,68.19,453.22
4679,13.93,42.86,1032.37,71.11,468.88
4680,11.62,41.54,1019.94,66.43,477.75
4681,34.6,64.96,1003.3,34.32,427.65
4682,24.96,60.27,1018.68,69.97,442.67
4683,23.96,65.34,1015.52,56.82,449.23
4684,9.27,36.3,1026.93,72.13,479.66
4685,32.09,72.86,1003.47,54.59,434.78
4686,25.99,74.67,1016.59,83.39,434.7
4687,14.79,47.83,1007.27,92.04,463.22
4688,30.81,71.97,1008.36,75,430.53
4689,21.41,54.2,1011.37,82.28,448.11
4690,20.74,59.8,1015.46,76.39,452.99
4691,30.28,67.22,1014.39,53.32,447.67
4692,27.38,74.16,1010.08,78.61,436.65
4693,16.65,49.69,1014.01,91,460.03
4694,24.47,70.94,1008.07,81.55,436.29
4695,19.68,44.34,1019.49,49.5,468.27
4696,25.04,66.48,1004.12,63.01,433.83
4697,28,69.05,1000.82,65.24,427.71
4698,11.75,42.32,1015.28,77.25,470.44
4699,25.52,63.94,1017.81,41.54,440.32
4700,24.78,58.46,1016.82,67.5,442.42
4701,28.5,76.86,999.49,77.47,430.62
4702,5.89,40.07,1018.99,63.13,493.9
4703,12.19,41.17,1019.43,65.47,475.64
4704,9.55,40.67,1018.56,70.72,486.34
4705,10.47,44.21,1017.87,85.34,476.02
4706,9.47,41.4,1026.49,87.9,479.68
4707,24.14,60.07,1016.56,58.08,440.17
4708,8.07,41.01,1023.26,97.5,474.09
4709,9,41.54,1018.83,79.61,484.08
4710,31.4,66.54,1003.55,57.73,425.91
4711,27.56,66.93,1016.81,55.59,444.1
4712,20.67,70.02,1010.42,94.09,448.75
4713,25.85,75.08,1006.24,57.73,444.63
4714,9.68,38.16,1015.54,79.67,475.51
4715,26.2,71.73,1009.99,74.99,434.08
4716,8.27,40.69,1020.13,86.1,484.97
4717,15.14,44.21,1019.97,83.86,463.1
4718,13.97,53.82,1016.81,62.32,465.24
4719,12.35,44.2,1017.81,82.49,471.65
4720,13.74,42.74,1029.54,70,465.92
4721,19.99,65.94,1012.28,75.42,447.22
4722,29.3,67.69,1007.17,55.5,430.72
4723,25.71,52.84,1006.32,53.29,445.54
4724,18.11,58.95,1016.61,89.17,454.29
4725,17.74,50.88,1015.56,89.78,457.71
4726,10.17,41.46,1019.34,83.04,480.13
4727,11.02,41.17,1018.18,86.86,477.62
4728,17.57,62.1,1019.51,86.14,453.3
4729,12.17,40.6,1013.59,88.62,473.76
4730,12.04,40.1,1014.42,89.65,474.28
4731,19.98,49.15,1021.56,63.89,457.54
4732,21.24,60.84,1017.99,82.22,445.71
4733,30.96,71.77,1006.26,52.76,425.66
4734,28.61,69.84,1004.02,67.26,428.25
4735,26.66,64.27,1012.83,58.88,437.87
4736,25.56,60.32,1016.28,59.84,445.01
4737,18.88,65.94,1010.43,85.54,445.61
4738,26.24,51.43,1011.32,59.52,447.91
4739,14.89,35.71,1015.1,55.11,469.37
4740,6.44,39.33,1011.8,93.5,490.57
4741,23.77,51.43,1006.67,84.09,441.54
4742,20.08,54.42,1011.79,89.35,457.14
4743,27.24,68.08,1013.23,51.96,445.25
4744,24.91,69.89,1015.25,82.39,438.29
4745,28.94,62.26,1010.64,50.41,436.04
4746,28.57,65.27,1013.27,51.11,440.51
4747,23.38,48.78,1019.03,78.69,446.18
4748,13.92,41.16,1000.98,83.89,454.15
4749,5.66,35.79,1013.86,94.42,484.15
4750,18.13,60.1,1009.67,84.75,455.82
4751,18.18,50.16,1010.22,99.73,451.14
4752,14.85,44.63,1020.67,75.76,460.06
4753,25.27,69.89,1015.21,79.33,436.33
4754,11.35,38.91,1017.93,83.45,474.22
4755,17.95,49.21,1012.05,59.44,455.1
4756,28.55,66.51,1015.46,34.04,432.59
4757,6.97,41.26,1010.6,96.88,484.71
4758,29.91,74.9,1003.36,69.34,434.93
4759,20.65,48.41,1008.38,91.02,447.35
4760,10.32,42.28,1008.82,75.66,481.09
4761,5.11,42.07,1004.28,81.8,486.41
4762,13.95,41.49,1019.95,86.46,465.24
4763,21.04,74.87,1009.09,88.25,443.44
4764,21.71,76.86,1006.71,76.86,438.41
4765,9.37,44.77,1020.61,87.31,474.41
4766,13.97,45.01,1017.44,89.15,461.96
4767,23.01,66.54,1009.86,64.53,442.47
4768,22.89,48.98,1014.55,48.21,448.56
4769,25.64,68.08,1011.06,71.06,431.77
4770,29.03,67.79,1010.67,55.42,444.09
4771,29.05,65.74,1013.29,60.02,440.74
4772,7.3,39.72,1020.85,77.83,485.1
4773,19.69,56.65,1020.77,62.83,456.29
4774,14.44,39,1017.06,76.02,466.96
4775,20.86,51.3,1012.03,92.46,449.67
4776,8.27,38.56,1016.47,66.6,485.31
4777,10.1,44.03,1008.11,90.29,471.59
4778,26.03,70.32,1008.81,71.35,438.15
4779,21.24,44.3,1014.34,83.39,444
4780,10.57,36.71,1022.62,80.49,473.88
4781,29.13,68.3,1014.96,37.08,437.25
4782,25.87,63.47,1011.54,65.45,445.87
4783,30.99,69.82,1009.41,50.84,437.46
4784,21.67,61.45,1010.84,92.19,443.82
4785,28.39,51.43,1011.74,47.54,449.63
4786,29.5,72.86,1004.63,52.17,439.43
4787,10.94,39.04,1021.62,86.41,479.8
4788,19.29,50.16,1010.49,97.78,450.21
4789,17.46,42.42,1008.97,69.19,469.63
4790,28.13,61.25,1013.12,62.57,436.61
4791,19.36,39.54,1008.97,58.92,458.75
4792,14.8,42.77,1019.14,76.53,462.29
4793,28.07,64.09,1005.41,64.09,436.61
4794,20.84,65.06,1016.88,71.93,445.74
4795,13.11,38.73,1005.89,89.02,473.38
4796,10.36,43.67,1011.95,78.15,477.23
4797,6.82,41.03,1022.12,87.63,489.64
4798,29.88,68.08,1011.14,55.78,429.33
4799,24.37,68.14,1005.22,59.27,440.22
4800,19.85,56.53,1020.57,74.05,457.17
4801,25.99,49.82,1015.95,58.56,452.09
4802,25.3,49.3,1003.67,69.08,436.62
4803,20.94,58.16,1016.88,65.43,455.16
4804,34.09,68.51,1009,32.96,431.19
4805,9.06,43.79,1016.05,81.32,482.8
4806,28.41,61.47,1008.94,56.56,442.54
4807,21.89,63.94,1019.55,55.09,447.74
4808,29.59,71.77,1006.33,62.35,426.62
4809,20.8,69.45,1013.7,82.48,443.77
4810,22.49,45.61,1013.1,75.69,455.12
4811,15.72,56.89,1013.35,85.06,456.33
4812,13.01,41.49,1019.82,92.86,466.5
4813,6.23,40.96,1022.49,93.15,488.82
4814,22.54,61.27,1019.12,54.02,450.01
4815,8.01,41.66,1014.49,76.72,485.13
4816,6.62,42.49,1008.74,94.57,482.74
4817,14.74,43.71,1024.35,81.53,465.49
4818,13.52,39.3,1018.99,69.22,469.41
4819,31.05,69.13,1000.38,58.49,426.31
4820,17.48,44.71,1014.99,36.71,465.61
4821,29.83,62.66,1007.98,47.07,438.71
4822,13.46,41.4,1019.46,71.73,467.4
4823,23.88,69.94,1007.48,61,440.63
4824,18.13,66.86,1012.9,78.84,454.85
4825,18.41,42.04,1011.69,64.88,465.64
4826,25.01,66.56,1009.68,64.94,435.73
4827,19.07,49.69,1007.22,76.79,453.09
4828,13.28,43.8,1023.17,63.98,466.78
4829,23.08,74.78,1009.85,83.67,437.86
4830,23.29,68.51,1013.19,77.81,441.17
4831,26.96,72.58,1009.23,89.62,429.03
4832,22.92,58.62,1016.37,71.38,447.48
4833,5.47,38.68,1017.33,72.71,485.7
4834,20.07,42.23,1012.86,74.11,461.25
4835,16.5,44.63,1020.58,64.11,458.78
4836,24.07,71.97,1008.83,94.87,441.84
4837,17.35,42.86,1014.62,74.16,465.16
4838,15.46,42.07,1017.9,81.12,459.15
4839,25.45,69.59,1008.51,83.17,445.61
4840,25.54,61.08,1013.77,69.64,448.57
4841,20.41,56.03,1019.94,55.85,458.29
4842,8.39,36.3,1015.39,62.23,479.57
4843,17,45.09,1013.52,88.32,458.94
4844,27.51,73.67,1005.71,76.75,431.97
4845,31.28,69.51,1010.09,36.85,429.29
4846,14.02,43.34,1016.06,85.8,466.38
4847,31.04,74.67,1015.85,43.32,435.17
4848,15,41.17,1015.57,64.82,468.72
4849,18.26,69.94,1004.1,97.39,443.59
4850,23.77,69.13,1011.05,89.41,434.08
4851,12.66,40.35,1011.37,82.77,473.11
4852,29.53,70.79,1003.7,60.89,426.85
4853,25.24,71.14,1008.73,79.39,435.09
4854,23.31,68.63,1014.73,51.57,448.2
4855,23.24,68.31,1009.71,80.8,440.78
4856,24.34,59.54,1004.01,87.07,440.63
4857,23.07,69.23,1011.78,76.06,437.08
4858,23.4,72.99,1009.48,88.82,438.51
4859,24.54,72.24,1011.43,74.1,435.08
4860,14.72,38.91,1015.17,61.75,468.87
4861,24.63,59.57,1010.45,85.36,440.67
4862,9,39.18,1024.38,84.91,483.26
4863,9.37,38.56,1016.84,62.07,482.77
4864,30.39,66.54,1002.7,59.15,428.89
4865,28.09,63.31,1013.01,52.6,438.6
4866,15.35,35.4,1016.3,57.12,468.94
4867,17.44,45.01,1013.65,75.13,456.08
4868,12.63,41.48,1009.61,87.69,461.09
4869,28.73,50.05,1005.79,52.4,436.35
4870,22.73,63.73,1009.12,94.8,441.75
4871,18.5,47.45,1009.23,83.21,450.22
4872,23.85,69.45,1013.99,60.6,439.67
4873,27.45,66.25,1009.3,77.58,437.37
4874,13.72,45.01,1014.07,77,464.59
4875,22.24,69.23,1011.83,79.37,441.9
4876,26.43,58.41,1013.57,64.67,444.74
4877,26.12,49.02,1008.63,72.04,438.52
4878,33.17,70.4,1004.45,58,430.14
4879,24.77,58.41,1013.78,80.57,446.27
4880,27.16,72.58,1009.24,90.26,429.59
4881,25.89,63.56,1013.82,64.51,443.82
4882,28.89,70.72,1009.36,70.33,433.02
4883,26.11,69.84,1002.57,84.99,427.45
